exchange,symbol,date,increase,retracement
mexc,SNEKUSDT,2025-06-23,0.9332,0.3055
mexc,SNFTUSDT,2025-11-04,0.5384,0.9895
mexc,SNOWONUSDT,2025-10-22,1.8885,0.953
mexc,SNPTUSDT,2025-05-15,0.7924,1.2116
mexc,SNSUSDT,2025-05-16,0.5897,0.9804
mexc,SNSYUSDT,2025-06-21,0.5504,0.5399
mexc,SNTUSDT,2025-05-15,1.3095,0.8174
mexc,SOEXUSDT,2025-05-15,0.6213,1.1667
mexc,SOGNIUSDT,2025-07-02,3.6067,0.7906
mexc,SOHUSDT,2025-05-15,0.5579,1.4675
mexc,SOILUSDT,2025-05-24,0.5183,0.8419
mexc,SOLAXYUSDT,2025-07-02,1.8,0.8657
mexc,SOLVEXUSDT,2025-08-31,0.5781,0.6494
mexc,SOLXUSDT,2025-05-15,0.5414,0.8246
mexc,SOMIUSDT,2025-09-02,18.275,0.5245
mexc,SONICUSDT,2026-02-02,0.5178,1.0071
mexc,SOONUSDT,2025-05-23,5.405,0.7717
mexc,SOPHUSDT,2025-05-28,9.508,0.667
mexc,SOSOUSDT,2025-06-07,0.6706,0.5287
mexc,SPAUSDT,2025-07-06,0.5076,0.8067
mexc,SPACEUSDT,2026-01-23,3.452,1.1576
mexc,SPACEMVCUSDT,2025-06-26,0.7327,0.3101
mexc,SPARKLETUSDT,2025-06-13,0.5006,0.9824
mexc,SPCUSDT,2026-04-29,3.75,1.2483
mexc,SPCFINUSDT,2025-06-05,19.0,0.9468
mexc,SPECUSDT,2025-06-21,0.5816,0.9235
mexc,SPKUSDT,2025-06-17,6.781,0.6933
mexc,SPLDUSDT,2025-11-08,1.7975,1.0465
mexc,SPONUSDT,2025-07-29,3.231,0.963
mexc,SPXUSDT,2025-05-15,0.6042,0.5204
mexc,SQDUSDT,2025-07-14,0.5807,1.0573
mexc,SQGROWUSDT,2025-05-20,0.554,1.3737
mexc,SQTUSDT,2025-05-31,0.5329,1.1943
mexc,SRCUSDT,2025-07-09,0.6624,0.7892
mexc,SRDSUSDT,2025-06-21,1.3284,0.488
mexc,SRMUSDT,2025-05-15,0.5106,0.9677
mexc,SRXUSDT,2025-06-30,3.0,0.7136
mexc,STUSDT,2026-04-15,9.0,0.9849
mexc,STABLEUSDT,2025-12-08,1.087,1.4838
mexc,STARHEROESUSDT,2025-06-19,1.5615,1.0543
mexc,STATUSDT,2025-08-21,0.6526,0.7788
mexc,STAYUSDT,2026-04-27,0.998,1.7211
mexc,STBLUSDT,2025-09-16,121.248,0.6024
mexc,STBUUSDT,2025-06-01,0.6155,1.2689
mexc,STEEMUSDT,2026-02-09,0.5743,0.8272
mexc,STGUSDT,2026-01-05,0.7034,0.3934
mexc,STOUSDT,2025-06-22,0.7816,0.5863
mexc,STOOSUSDT,2025-05-15,35.6667,0.9995
mexc,STORJUSDT,2025-11-04,0.5614,1.0683
mexc,STORMUSDT,2025-10-11,0.6471,0.653
mexc,STOSUSDT,2025-06-06,0.5107,1.1526
mexc,STRAWBERRYAIUSDT,2025-06-04,0.6213,1.5825
mexc,STRKUSDT,2025-06-23,0.5161,0.3655
mexc,STRMUSDT,2025-05-15,0.5716,1.2387
mexc,SUKUUSDT,2025-06-26,0.7382,0.6185
mexc,SUMMITUSDT,2025-07-18,7.0,0.9469
mexc,SUMRUSDT,2026-01-22,4.13,1.0659
mexc,SUNUSDT,2025-09-02,0.7321,0.6661
mexc,SUNCATUSDT,2025-09-26,0.5165,1.1851
mexc,SUNDOGUSDT,2025-12-18,0.7568,0.5187
mexc,SUNRISEUSDT,2025-08-27,1.0052,1.7678
mexc,SUPUSDT,2025-08-05,2.696,0.8663
mexc,SUPERFORMUSDT,2026-02-10,9.0,0.9516
mexc,SUPRAUSDT,2025-06-23,0.5164,0.4546
mexc,SUTUSDT,2025-07-24,0.6852,0.6266
mexc,SVNUSDT,2025-06-18,0.5392,1.5445
mexc,SVSAUSDT,2025-10-20,0.85,2.013
mexc,SWARMSUSDT,2025-06-15,0.558,0.5004
mexc,SWCHUSDT,2025-06-19,0.5427,0.7434
mexc,SWEATUSDT,2025-10-24,0.599,0.964
mexc,SWELLUSDT,2025-06-30,0.6347,0.4888
mexc,SWFTCUSDT,2025-11-04,0.5866,1.0311
mexc,SXPUSDT,2025-12-02,0.6648,0.9418
mexc,SYLUSDT,2025-05-19,0.54,1.4021
mexc,SYMMUSDT,2026-03-07,2.315,1.1332
mexc,SYNUSDT,2025-06-26,0.603,0.6022
mexc,SYRUPUSDT,2025-05-31,0.5631,0.3803
mexc,SYSUSDT,2025-07-03,0.8045,0.3
mexc,TAUSDT,2025-07-21,6.592,0.8263
mexc,TACUSDT,2025-07-15,19.0,0.828
mexc,TADAUSDT,2025-09-03,0.5408,1.119
mexc,TAGUSDT,2025-06-09,2.1387,0.9532
mexc,TAIUSDT,2025-05-15,0.7933,0.7865
mexc,TAIKOUSDT,2025-07-08,0.5054,0.4825
mexc,TAIXUSDT,2025-10-07,2.575,0.9313
mexc,TAKEUSDT,2025-08-25,8.9765,0.3052
mexc,TAOUSDT,2025-09-26,0.606,0.3717
mexc,TAPUSDT,2025-07-25,0.518,0.6631
mexc,TARAUSDT,2025-06-23,1.0633,0.4289
mexc,TATSUUSDT,2025-07-31,0.5613,0.5894
mexc,TBKUSDT,2025-12-24,119.0,0.8129
mexc,TCAPYUSDT,2025-06-26,0.509,1.4788
mexc,TCOMUSDT,2025-08-15,1.3995,1.1501
mexc,TCTUSDT,2025-12-04,1.1913,1.7037
mexc,TEAFIUSDT,2025-11-03,9.0,1.0955
mexc,TENUSDT,2025-12-29,2.0437,0.6786
mexc,TERRAUSDT,2025-06-10,1.775,1.0689
mexc,TESTICLEUSDT,2026-01-09,11.959,0.8072
mexc,TETUSDT,2025-06-26,0.5263,0.5742
mexc,THEUSDT,2025-06-27,1.4411,0.3483
mexc,THLUSDT,2025-05-25,0.5371,1.0553
mexc,THQUSDT,2025-12-16,9.0,0.9994
mexc,TIAUSDT,2025-07-05,0.5149,0.5907
mexc,TIBBIRUSDT,2025-05-15,0.8308,0.5686
mexc,TICSUSDT,2025-06-30,25.9231,0.6639
mexc,TITUSDT,2025-08-12,1.4886,1.1415
mexc,TITNUSDT,2025-11-03,3.519,0.68
mexc,TIVAUSDT,2025-12-05,3.48,1.0745
mexc,TIXUSDT,2025-06-26,71.7273,1.008
mexc,TJRMUSDT,2025-06-12,0.8063,0.8449
mexc,TKOUSDT,2025-07-06,0.5048,0.4092
mexc,TLFUSDT,2025-05-15,0.6504,0.583
mexc,TLMUSDT,2025-12-13,0.9115,0.8772
mexc,TMUSONUSDT,2026-03-20,0.5509,0.586
mexc,TNKUSDT,2025-05-25,1.5366,0.9299
mexc,TNSRUSDT,2025-07-06,0.5045,0.5098
mexc,TOKENUSDT,2025-06-29,0.5696,0.3511
mexc,TOMUSDT,2025-10-05,0.6276,0.5467
mexc,TONNYUSDT,2025-07-16,1.0991,0.5277
mexc,TOPUSDT,2025-05-17,0.5277,1.2411
mexc,TORNUSDT,2025-08-26,0.6102,0.4323
mexc,TOSHIUSDT,2025-06-23,0.5877,0.3595
mexc,TOWERUSDT,2025-07-18,3.59,0.8581
mexc,TOWNSUSDT,2025-08-05,7.47,0.8063
mexc,TRACUSDT,2025-06-17,1.8328,0.6463
mexc,TRADEUSDT,2025-06-30,0.5346,0.4177
mexc,TRADOORUSDT,2025-09-04,47.596,0.4838
mexc,TRCUSDT,2025-05-21,1.4986,0.5082
mexc,TRCLUSDT,2025-05-22,0.5367,1.3136
mexc,TRCRUSDT,2025-12-08,4.3186,1.1839
mexc,TREATUSDT,2025-06-26,0.7674,0.781
mexc,TREEUSDT,2025-07-29,13.0,0.8084
mexc,TRIAUSDT,2026-02-03,3.2014,0.6586
mexc,TRIOUSDT,2025-06-13,0.7778,0.395
mexc,TRIPLETUSDT,2026-03-03,5.996,0.6104
mexc,TRNUSDT,2025-07-17,12.064,1.0726
mexc,TROLLUSDT,2025-07-05,0.6934,0.7597
mexc,TROLLSOLUSDT,2025-05-15,1.4121,0.8164
mexc,TRTUSDT,2025-05-17,0.5376,1.7448
mexc,TRUFUSDT,2025-06-21,0.5968,1.122
mexc,TRUMPUSDT,2025-10-18,0.5081,0.5904
mexc,TRUSTUSDT,2025-11-05,19.0,0.9414
mexc,TRUSTSWAPUSDT,2025-11-05,0.6058,1.2894
mexc,TRUTHUSDT,2025-10-01,3.114,0.605
mexc,TRUUUSDT,2025-05-21,3.042,0.6743
mexc,TRWAUSDT,2025-07-02,25.757,0.745
mexc,TSLAXUSDT,2025-07-10,2.0551,0.9549
mexc,TSMONUSDT,2025-10-22,1.1445,0.9972
mexc,TSTUSDT,2025-08-30,1.7964,0.5359
mexc,TSUKAUSDT,2025-05-31,0.5077,1.0742
mexc,TTNUSDT,2025-10-23,3.4526,0.4352
mexc,TUPUSDT,2025-08-27,0.8342,0.3457
mexc,TURTLEUSDT,2025-10-22,5.4,0.8296
mexc,TWTUSDT,2025-09-02,1.1042,0.383
mexc,TXUSDT,2026-03-06,3.47,0.9695
mexc,TXCUSDT,2025-10-02,1.73,0.4584
mexc,TYCOONUSDT,2025-11-04,3.5625,0.7956
mexc,U2UUSDT,2025-05-25,0.5328,0.3413
mexc,UAIUSDT,2025-11-06,4.874,0.6771
mexc,UBUSDT,2025-09-12,10.566,0.6347
mexc,UBERONUSDT,2025-09-12,0.835,0.3321
mexc,UBUUSDT,2026-03-20,0.518,1.0178
mexc,UBXUSDT,2025-05-20,0.5349,1.5563
mexc,UDAOUSDT,2025-07-21,0.6099,0.3301
mexc,UDSUSDT,2025-05-15,1.1009,1.452
mexc,UFDUSDT,2025-05-17,0.5191,1.5723
mexc,UMAUSDT,2025-05-22,0.5186,0.5802
mexc,UNCUSDT,2026-04-15,11.7775,0.9395
mexc,UNFIUSDT,2025-05-15,0.5095,1.1399
mexc,UNIONUSDT,2025-09-04,4.714,0.8171
mexc,UNIT0USDT,2025-05-19,0.6675,1.5703
mexc,UPCUSDT,2025-11-30,0.5207,1.7604
mexc,UPEGUSDT,2026-04-26,9.4159,0.8345
mexc,UQCUSDT,2025-05-15,0.5196,1.3498
mexc,URANUSUSDT,2025-07-04,11.8571,0.898
mexc,USUSDT,2025-12-11,4.8,0.9133
mexc,USADUSDT,2026-02-12,13.0742,0.9996
mexc,USDFUSDT,2025-07-10,2.875,0.9762
mexc,USDGOUSDT,2026-04-29,0.9705,0.9461
mexc,USDMUSDT,2025-05-27,0.7688,1.0
mexc,USDRUSDT,2025-10-20,0.804,1.0075
mexc,USDUCUSDT,2026-05-07,2.505,1.0685
mexc,USELESSUSDT,2025-05-15,0.776,1.9237
mexc,USTCUSDT,2025-07-02,0.5081,0.5088
mexc,USUALUSDT,2025-06-23,0.6025,0.5699
mexc,UTYAUSDT,2026-05-05,2.25,0.7762
mexc,VADERUSDT,2025-05-18,0.5513,0.7419
mexc,VAMEONUSDT,2025-05-15,0.8829,1.1953
mexc,VANAUSDT,2026-02-06,0.5696,1.0447
mexc,VANKEDISIUSDT,2025-07-06,0.8613,1.4443
mexc,VANRYUSDT,2025-06-23,0.7444,0.4007
mexc,VARAUSDT,2025-07-11,0.7526,0.899
mexc,VCUSDT,2025-06-30,0.5015,0.8716
mexc,VEEUSDT,2025-05-15,0.812,0.9367
mexc,VELODROMEUSDT,2025-07-02,0.5141,0.3289
mexc,VELVETUSDT,2025-07-10,18.13,0.4971
mexc,VENOMUSDT,2025-05-25,0.996,0.3816
mexc,VERDRAUSDT,2025-11-13,31.3,0.7676
mexc,VEREMUSDT,2025-12-23,4.1429,0.4516
mexc,VERSEWORLDUSDT,2025-06-10,3.316,1.1006
mexc,VERTUSDT,2025-05-15,1.457,0.7665
mexc,VESUSDT,2025-05-15,0.5789,0.9982
mexc,VEXUSDT,2025-06-14,0.5741,0.7835
mexc,VFARMUSDT,2025-11-13,33.424,1.0004
mexc,VFYUSDT,2025-09-30,3.16,0.908
mexc,VICSUSDT,2025-05-17,0.6763,1.061
mexc,VINEUSDT,2025-06-22,0.5732,0.3664
mexc,VIRTUALUSDT,2025-05-18,0.5342,1.0359
mexc,VISTAUSDT,2025-06-30,0.587,0.4317
mexc,VOLTUSDT,2026-02-06,0.7444,0.4302
mexc,VONUSDT,2025-11-04,0.5129,1.0893
mexc,VOOIUSDT,2025-12-18,1.97,1.3194
mexc,VOWUSDT,2025-07-17,1.2676,0.5456
mexc,VPEPEUSDT,2025-09-28,110.18,1.0033
mexc,VPRUSDT,2025-05-15,2.0062,0.8978
mexc,VRUSDT,2025-09-02,1.0127,0.3032
mexc,VRAUSDT,2025-07-09,0.7589,0.4541
mexc,VSNUSDT,2025-07-16,0.92,0.6789
mexc,VSYSUSDT,2025-08-27,0.7685,0.3226
mexc,VTHOUSDT,2026-02-06,0.5309,0.8744
mexc,VTRADINGUSDT,2025-05-15,1.09,1.1327
mexc,VVVUSDT,2025-06-06,0.5261,1.0599
mexc,WAGMIGAMESUSDT,2025-06-24,0.5989,0.4976
mexc,WALUSDT,2025-12-22,0.5283,0.7722
mexc,WALLETUSDT,2025-05-20,5.7204,1.011
mexc,WARDUSDT,2026-02-04,2.6298,1.2488
mexc,WATTUSDT,2025-12-07,12.4706,0.4259
mexc,WAXLUSDT,2025-05-23,0.7571,0.6863
mexc,WBAIUSDT,2025-10-15,1.345,1.4431
mexc,WBTUSDT,2025-05-29,0.7963,0.3355
mexc,WCOUSDT,2025-05-23,0.5751,0.994
mexc,WCTUSDT,2025-05-15,1.4843,1.0414
mexc,WELFUSDT,2025-06-13,0.5407,1.2299
mexc,WEMIXUSDT,2025-05-31,0.8,0.3905
mexc,WETUSDT,2025-12-09,10.3467,0.4974
mexc,WHITEUSDT,2025-05-15,5.2347,0.6334
mexc,WHITEWHALEUSDT,2026-01-06,9.116,0.949
mexc,WIFUSDT,2025-06-23,0.5588,0.3091
mexc,WINUSDT,2025-11-19,0.7985,0.7356
mexc,WINGUSDT,2025-05-15,0.6068,1.5361
mexc,WKCUSDT,2025-08-12,24.669,0.7721
mexc,WLUSDT,2026-04-11,0.5233,1.497
mexc,WLDUSDT,2025-05-18,0.5368,1.0694
mexc,WLFIUSDT,2025-09-01,19.0,0.8618
mexc,WMTXUSDT,2025-08-28,0.5137,0.3432
mexc,WNCGUSDT,2025-05-25,0.7025,1.0087
mexc,WNXUSDT,2026-03-15,15.0,1.0657
mexc,WNXMUSDT,2025-07-03,6.7876,0.9595
mexc,WOJAKUSDT,2026-01-31,14.426,0.7689
mexc,WOLFTONUSDT,2025-08-24,79.0,0.9889
mexc,WQUILUSDT,2025-05-15,0.6636,0.5936
mexc,WSDMUSDT,2025-09-27,0.5175,0.9755
mexc,WTAUSDT,2025-05-15,5.1969,1.0193
mexc,XUSDT,2025-08-07,1.7,1.2776
mexc,XAIUSDT,2025-06-23,0.5106,0.4228
mexc,XANUSDT,2025-09-29,4.668,1.0766
mexc,XCHUSDT,2025-10-26,0.5209,0.6076
mexc,XCHNGUSDT,2025-06-09,0.5168,1.0541
mexc,XCNUSDT,2025-11-04,0.6752,1.2219
mexc,XCXUSDT,2025-08-11,4.0,0.7746
mexc,XDAGUSDT,2025-06-30,0.5583,0.4594
mexc,XDBUSDT,2025-05-30,1.1528,0.3971
mexc,XECUSDT,2026-04-22,0.5294,0.6387
mexc,XELUSDT,2025-06-23,1.5048,0.4682
mexc,XELSUSDT,2025-05-25,0.6314,0.9839
mexc,XEMPIREUSDT,2025-07-01,0.6395,0.6103
mexc,XENUSDT,2025-06-30,0.8221,0.6156
mexc,XEPUSDT,2025-09-26,0.5337,0.9299
mexc,XFIUSDT,2025-08-28,0.5346,0.3241
mexc,XGZUSDT,2025-12-17,3.001,0.6961
mexc,XIONUSDT,2025-05-24,0.6485,0.6376
mexc,XL1USDT,2025-09-16,9.3502,0.9004
mexc,XLABUSDT,2025-08-29,2.822,1.1632
mexc,XLSUSDT,2025-05-15,0.5595,1.0187
mexc,XMNUSDT,2025-10-09,25.04,0.849
mexc,XMRUSDT,2025-10-22,0.5428,0.4986
mexc,XNAUSDT,2025-07-09,0.502,0.7474
mexc,XNTUSDT,2026-04-22,4.44,0.955
mexc,XNYUSDT,2025-07-25,4.7268,0.3548
mexc,XOUSDT,2025-06-26,9.0,0.8672
mexc,XOXOUSDT,2025-06-20,0.7223,0.8811
mexc,XPUSDT,2025-05-27,1.0951,0.9984
mexc,XP8USDT,2025-11-07,1.0075,1.4357
mexc,XPASSUSDT,2025-12-17,3.019,0.9453
mexc,XPINUSDT,2025-08-23,3.5171,0.5049
mexc,XPLUSDT,2025-09-25,7.469,0.8689
mexc,XPRUSDT,2025-06-24,0.6445,0.4261
mexc,XPXUSDT,2025-06-08,0.5097,1.2141
mexc,XRUSDT,2025-07-07,0.7114,1.0412
mexc,XRBUSDT,2025-08-28,1.37,0.8
mexc,XRDUSDT,2025-06-29,0.5389,0.5459
mexc,XRPCUSDT,2025-07-19,0.5065,0.6547
mexc,XRPHUSDT,2025-05-30,0.5433,1.4107
mexc,XRPHAIUSDT,2026-04-27,2.1,0.7662
mexc,XSWAPUSDT,2025-05-22,0.5155,0.9602
mexc,XTERUSDT,2025-08-06,2.2293,0.7846
mexc,XTMUSDT,2025-07-30,2.3111,0.9324
mexc,XTZUSDT,2025-07-02,1.3778,0.33
mexc,XUSDUSDT,2026-02-05,0.5519,0.9975
mexc,XVGUSDT,2025-06-23,0.634,0.4064
mexc,XWGTUSDT,2025-05-16,0.5926,1.267
mexc,XXUSDT,2025-05-24,0.5047,0.9455
mexc,XYMUSDT,2025-06-27,0.5305,0.4383
mexc,XYOUSDT,2025-06-27,0.6199,0.5993
mexc,XYZUSDT,2026-01-29,8.604,1.1158
mexc,YACHTUSDT,2025-11-04,0.8548,0.9805
mexc,YALAUSDT,2025-07-22,15.8084,0.8471
mexc,YBUSDT,2025-10-15,2.75,1.0255
mexc,YEEUSDT,2025-12-11,6.764,0.78
mexc,YFIIUSDT,2025-06-03,0.6359,1.4623
mexc,YGGUSDT,2025-08-26,0.8129,0.3179
mexc,YNEUSDT,2025-06-23,1.0947,0.5635
mexc,YURUUSDT,2025-07-17,2.3026,0.3795
mexc,ZAMAUSDT,2026-02-02,3.638,0.7757
mexc,ZANOUSDT,2025-05-21,0.5378,0.6515
mexc,ZBCNUSDT,2025-05-15,3.5286,0.4196
mexc,ZBTUSDT,2025-10-17,4.31,1.0526
mexc,ZECUSDT,2025-09-14,2.0309,0.3063
mexc,ZENUSDT,2025-09-15,0.5149,0.4743
mexc,ZENTUSDT,2025-08-16,0.7771,0.451
mexc,ZEPHUSDT,2025-05-24,0.8927,0.4028
mexc,ZEREBROUSDT,2025-06-22,0.5821,0.7685
mexc,ZETAUSDT,2026-01-21,0.5496,1.4835
mexc,ZEUSUSDT,2025-06-06,0.5198,1.191
mexc,ZIGUSDT,2025-07-06,0.5894,0.5051
mexc,ZILUSDT,2026-01-21,0.6052,1.2492
mexc,ZKUSDT,2025-06-23,0.5974,0.3437
mexc,ZKCUSDT,2025-09-15,5.0,0.983
mexc,ZKJUSDT,2025-06-16,1.3773,1.349
mexc,ZKPUSDT,2025-12-19,2.5714,0.7044
mexc,ZKWASMUSDT,2025-07-22,2.85,0.9209
mexc,ZLWUSDT,2025-07-21,0.6028,0.8632
mexc,ZNDUSDT,2025-05-15,0.9155,1.228
mexc,ZOOMUSDT,2026-04-22,2.3317,0.3767
mexc,ZORAUSDT,2025-05-18,0.5102,0.9655
mexc,ZRCUSDT,2025-06-06,0.5625,1.2833
mexc,ZROUSDT,2025-08-01,0.5072,0.7817
mexc,ZRXUSDT,2025-12-13,0.5022,1.0172
mexc,ZSWAPUSDT,2026-03-27,1.0945,1.4349
mexc,ZTCUSDT,2026-01-07,1.7133,1.2354
mexc,ZYNUSDT,2025-05-22,2.1726,0.614
mexc,共建USDT,2026-04-15,3.914,0.6511
mexc,哈基米USDT,2026-04-18,4.258,0.6496
mexc,币安人生USDT,2025-10-07,23.0,0.7677
mexc,我踏马来了USDT,2026-01-07,52.733,0.7423
mexc,熊猫头USDT,2026-05-04,2.479,0.9662
mexc,龙虾USDT,2026-02-28,26.237,0.5794
huobi,0GUSDT,2025-09-21,13.822,0.7404
huobi,1INCHUSDT,2025-06-24,1.1541,0.3536
huobi,4USDT,2025-10-19,6.75,0.729
huobi,AUSDT,2025-05-27,6.9,0.379
huobi,A2ZUSDT,2025-08-03,10.455,0.5775
huobi,A8USDT,2025-07-02,0.6398,0.7038
huobi,AAVEUSDT,2025-08-05,0.5208,0.4541
huobi,ACAUSDT,2025-06-23,0.6085,0.5944
huobi,ACEUSDT,2025-06-23,0.5076,0.5875
huobi,ACHUSDT,2025-07-02,0.7253,0.494
huobi,ACNUSDT,2026-04-28,7.086,0.3612
huobi,ACTSOLUSDT,2025-10-30,0.5541,1.1888
huobi,ACXUSDT,2025-06-30,0.733,0.501
huobi,AEVOUSDT,2025-06-22,0.7721,0.4323
huobi,AGLDUSDT,2026-01-11,0.511,1.3087
huobi,AIUSDT,2025-06-23,0.5043,0.4008
huobi,AICUSDT,2025-06-09,0.8046,0.5113
huobi,AIOZUSDT,2025-06-22,0.5194,0.3898
huobi,AIXBTUSDT,2025-05-17,0.5272,0.8573
huobi,AKTUSDT,2025-07-02,0.6056,0.3104
huobi,ALUSDT,2025-10-30,0.5902,1.8333
huobi,ALCHUSDT,2025-09-20,0.521,1.352
huobi,ALIUSDT,2025-06-22,0.6678,0.6505
huobi,ALICEUSDT,2025-06-22,0.6284,0.5381
huobi,ALLOUSDT,2025-11-13,5.86,0.564
huobi,ALTUSDT,2025-05-28,0.8457,0.8462
huobi,ALUUSDT,2025-07-01,0.5744,1.3531
huobi,AMPUSDT,2025-12-23,0.5422,0.5349
huobi,ANKRUSDT,2026-02-27,0.5633,0.6517
huobi,AOUSDT,2025-11-03,12.7651,0.6571
huobi,APEUSDT,2026-04-06,2.216,0.6651
huobi,API3USDT,2025-07-03,0.6704,0.5859
huobi,APRUSDT,2025-10-26,9.376,0.5446
huobi,ARUSDT,2025-06-29,0.6157,0.3204
huobi,ARCUSDT,2025-06-22,0.6335,0.4643
huobi,ARDRUSDT,2025-07-01,0.5169,0.7462
huobi,ARPAUSDT,2025-06-22,0.5049,0.6394
huobi,ARTYUSDT,2025-06-02,0.5109,1.2461
huobi,ASTERUSDT,2025-09-18,23.31,0.3671
huobi,ASTRUSDT,2025-11-21,0.507,0.9406
huobi,ATHUSDT,2025-08-21,0.6398,0.5365
huobi,ATMUSDT,2025-07-09,1.0912,0.5632
huobi,AUCTIONUSDT,2025-06-24,0.6101,0.5578
huobi,AUDIOUSDT,2026-03-30,0.9302,0.8
huobi,AURORAUSDT,2025-08-08,0.5217,1.0
huobi,AVAUSDT,2025-10-11,0.7616,0.882
huobi,AVAILUSDT,2025-08-26,1.1962,0.591
huobi,AVLUSDT,2025-07-04,0.5388,0.6344
huobi,AVNTUSDT,2025-09-08,87.8633,0.4786
huobi,AWEUSDT,2025-05-21,6.479,0.3635
huobi,AXSUSDT,2025-12-26,0.7052,0.5489
huobi,AZTECUSDT,2026-02-11,12.2,0.5247
huobi,B2USDT,2025-06-13,0.5509,0.5817
huobi,BABYUSDT,2025-06-22,0.5663,0.5505
huobi,BABYDOGEUSDT,2025-07-02,0.5691,0.4275
huobi,BADGERUSDT,2025-07-02,0.5399,0.5745
huobi,BALUSDT,2025-07-02,1.1272,0.6436
huobi,BANANAUSDT,2025-06-22,0.5592,0.5821
huobi,BANANAS31USDT,2025-06-07,2.0072,0.5572
huobi,BANDUSDT,2025-08-04,1.0428,0.4063
huobi,BARDUSDT,2025-09-17,6.6745,0.5595
huobi,BASEDUSDT,2026-03-29,15.2368,0.7007
huobi,BATUSDT,2025-09-24,0.6474,0.5135
huobi,BBUSDT,2025-06-22,0.668,0.5731
huobi,BEATUSDT,2026-01-22,8.89,0.5107
huobi,BEBEUSDT,2025-05-16,0.9424,0.4966
huobi,BFCUSDT,2025-05-23,0.5265,0.591
huobi,BICOUSDT,2026-04-11,0.5022,0.7788
huobi,BIGTIMEUSDT,2025-07-05,0.5118,0.5878
huobi,BIOUSDT,2025-06-22,0.5795,0.4415
huobi,BIRBUSDT,2026-01-27,23.2792,0.6977
huobi,BLASTUSDT,2025-06-28,0.6469,0.4276
huobi,BLENDUSDT,2026-04-23,10.024,0.7761
huobi,BLUAIUSDT,2025-10-29,6.52,0.6616
huobi,BLUEUSDT,2025-05-17,0.5456,0.8182
huobi,BLUMUSDT,2025-07-07,7.3901,0.4036
huobi,BLURUSDT,2025-07-02,0.8106,0.3643
huobi,BMTUSDT,2025-05-21,0.5113,0.4446
huobi,BNKRUSDT,2026-02-03,34.0359,0.811
huobi,BNTUSDT,2025-11-19,0.5136,1.05
huobi,BOBAUSDT,2025-05-14,0.5358,0.9575
huobi,BOBBSCUSDT,2025-06-05,12.23,0.8013
huobi,BOMEUSDT,2025-06-22,0.5802,0.4133
huobi,BONEUSDT,2025-08-25,1.151,0.8607
huobi,BONKUSDT,2025-06-19,0.7123,0.4036
huobi,BREVUSDT,2026-01-06,8.8867,0.7264
huobi,BTWUSDT,2026-03-01,38.992,0.3613
huobi,C98USDT,2025-06-22,0.6226,0.3673
huobi,CAKEUSDT,2025-09-15,0.5382,0.3708
huobi,CAMPUSDT,2025-08-26,22.4513,0.8182
huobi,CARVUSDT,2025-07-02,0.5728,0.4258
huobi,CATUSDT,2025-06-22,0.5808,0.4337
huobi,CBKUSDT,2025-06-13,0.819,0.5753
huobi,CETUSUSDT,2025-07-01,0.5139,0.3468
huobi,CFGUSDT,2026-03-22,0.9178,0.5147
huobi,CGPTUSDT,2025-06-22,0.5494,0.3436
huobi,CHECKUSDT,2026-01-18,9.777,0.4803
huobi,CHILLGUYUSDT,2025-06-22,0.8039,0.3456
huobi,CHIPUSDT,2026-04-20,22.3598,0.6364
huobi,CHRUSDT,2025-06-22,0.5896,0.4099
huobi,CKBUSDT,2025-07-02,1.159,0.4593
huobi,CLANKERUSDT,2026-02-03,10.0371,0.3345
huobi,CLAWDUSDT,2026-02-03,5.4975,0.8363
huobi,CLAWNCHUSDT,2026-01-31,8.6667,0.966
huobi,CLOREUSDT,2025-07-04,0.6102,0.5361
huobi,CLVUSDT,2025-11-01,0.592,1.5946
huobi,COMPUSDT,2025-05-25,0.5184,0.4904
huobi,COOKIEUSDT,2025-07-23,8.4,0.3161
huobi,COREUSDT,2025-12-02,0.7018,0.817
huobi,COTIUSDT,2025-10-22,0.9258,0.4231
huobi,COWUSDT,2025-06-27,1.0358,0.4585
huobi,CRTSUSDT,2025-11-04,0.5361,1.445
huobi,CSPRUSDT,2025-11-19,0.5763,1.1471
huobi,CTAUSDT,2025-05-14,0.7638,1.0097
huobi,CTCUSDT,2025-11-21,0.6592,0.9138
huobi,CTSIUSDT,2025-06-22,0.6023,0.4887
huobi,CTXUSDT,2025-06-22,0.5822,0.8581
huobi,CUDISUSDT,2025-09-25,5.0,0.7457
huobi,CVCUSDT,2025-10-29,0.5008,1.2886
huobi,CVXUSDT,2025-06-28,1.2557,0.4498
huobi,CYBERUSDT,2025-06-22,0.7556,0.5967
huobi,DAOUSDT,2026-02-03,1.5,1.1476
huobi,DASHUSDT,2025-09-13,0.5911,0.4017
huobi,DBRUSDT,2025-06-09,1.2652,0.5658
huobi,DCRUSDT,2025-09-22,0.5031,0.9192
huobi,DEGENUSDT,2025-06-22,0.7491,0.4256
huobi,DELOREANUSDT,2025-06-23,7.75,0.8686
huobi,DEXEUSDT,2025-09-02,0.7394,0.3228
huobi,DGBUSDT,2025-06-17,0.5787,1.2314
huobi,DKAUSDT,2025-11-04,0.5487,1.2611
huobi,DODOUSDT,2025-08-02,0.8797,0.8575
huobi,DOGEBTC,2025-07-03,0.5711,0.377
